"time [s]"	"region"	"quantity [m(3)]"	"flux"	"flux_in"	"flux_out"	"mass"	"source"	"source_in"	"source_out"	"flux_increment"	"source_increment"	"flux_cumulative"	"source_cumulative"	"error"
10	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
