"time [s]"	"region"	"quantity [m(3)]"	"flux"	"flux_in"	"flux_out"	"mass"	"source"	"source_in"	"source_out"	"flux_increment"	"source_increment"	"flux_cumulative"	"source_cumulative"	"error"
10	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
10	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
11	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
12	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
13	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
14	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
15	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
16	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
17	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
18	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
19	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
20	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
21	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
22	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
23	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
24	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
25	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
26	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
27	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
28	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
